,customer_id,gender,customer_latitude,customer_longitude,vendor_id,vendor_latitude,vendor_longitude,delivery_charge,serving_distance,vendor_rating,preparation_time,discount_percentage,sunday_duration,monday_duration,tuesday_duration,wednesday_duration,thursday_duration,friday_duration,saturday_duration,junk_food,snack,beverage,healthy,free_delivery,country,distance,total
36,161,1,-96.44,-67.2,160,-0.934,0.08136,0.7,15.0,4.3,14,0.0,1425,825,825,825,825,646,706,1,0,0,1,0,0.8,10180.3242843779,101817.24284377901
37,161,1,-96.44,-67.2,161,-0.8843,-0.1276,0.7,10.0,4.2,17,0.0,1345,680,680,680,680,680,680,1,1,0,1,0,0.8,10188.223759528397,101899.23759528396
38,161,1,-96.44,-67.2,176,-0.4402,0.6626,0.7,8.0,4.3,21,0.0,1320,540,540,540,540,540,540,1,0,1,1,0,0.8,10228.232685535164,102303.32685535164
39,161,1,-96.44,-67.2,180,-1.0590000000000002,0.051570000000000005,0.7,15.0,3.8,15,0.0,1380,720,720,720,765,765,720,1,0,0,1,0,0.05,10166.84226321497,101683.42263214971
40,161,1,-96.44,-67.2,188,-0.4058,0.6445,0.7,8.0,4.6,14,0.0,1365,646,646,646,676,676,646,1,0,0,1,0,0.8,10232.246283047778,102336.46283047777
41,161,1,-96.44,-67.2,189,-0.857,0.0877,0.7,15.0,4.3,10,0.0,75,74,74,74,74,74,74,1,0,1,0,0,0.8,10188.767362487279,101897.67362487278
42,161,1,-96.44,-67.2,191,-0.06006,0.653,0.7,8.0,4.5,11,0.0,45,44,44,44,44,44,44,1,0,1,0,0,0.8,10270.384297660225,102714.84297660225
43,161,1,-96.44,-67.2,192,1.703,0.76,0.7,10.0,4.3,11,0.0,45,44,44,44,44,44,44,1,0,1,0,0,0.8,10464.12447543934,104652.2447543934
44,161,1,-96.44,-67.2,193,-0.8257,-0.0664,0.7,10.0,4.3,18,0.0,1425,615,615,615,615,465,615,1,0,0,1,0,0.8,10194.001532183474,101958.01532183474
45,161,1,-96.44,-67.2,195,-0.7046,0.05695,0.7,15.0,4.2,15,0.0,59,58,58,58,58,58,58,1,1,1,1,0,0.8,10205.976341009324,102074.76341009323
46,161,1,-96.44,-67.2,197,-0.6313,0.1805,0.0,15.0,4.4,17,0.0,1410,720,720,720,720,720,720,0,0,0,0,0,0.0125,10212.66077605241,102143.60776052409
47,161,1,-96.44,-67.2,199,2.338,0.6997,0.0,15.0,4.5,15,0.0,1425,915,915,915,915,465,915,1,0,1,1,0,0.8,10535.047173384006,105365.47173384007
48,161,1,-96.44,-67.2,201,0.01563,0.5317,0.7,15.0,4.0,12,0.0,945,285,285,285,285,165,285,0,0,0,1,0,0.05,10280.156932348023,102813.56932348023
49,161,1,-96.44,-67.2,203,0.0262,0.5527,0.7,15.0,4.0,16,0.0,1350,750,750,750,750,780,765,1,0,0,0,0,0.8,10281.08328479671,102826.8328479671
50,161,1,-96.44,-67.2,207,-0.937,0.0808,0.7,15.0,4.1,15,0.0,30,29,29,29,29,29,29,0,0,0,1,0,0.0125,10179.998934489151,101814.98934489151
51,161,1,-96.44,-67.2,216,-0.5874,0.7544,0.7,6.0,4.7,15,0.0,1380,900,900,900,900,959,900,0,0,0,0,0,0.8,10210.892090127627,102123.92090127627
52,161,1,-96.44,-67.2,221,0.02582,0.552,0.7,15.0,4.2,10,0.0,1380,840,840,840,840,840,840,0,0,0,1,0,0.8,10281.049347279923,102820.49347279922
53,161,1,-96.44,-67.2,225,-0.8154,0.0915,0.0,15.0,4.2,10,0.0,1140,660,660,660,660,180,660,1,1,1,0,1,0.8,10193.324498325243,101943.24498325243
54,161,1,-96.44,-67.2,237,-0.9434,0.0817,0.7,15.0,4.6,15,0.0,59,58,58,58,58,58,58,1,0,0,1,0,0.8,10179.28075154362,101807.8075154362
55,161,1,-96.44,-67.2,250,-0.5117,0.7583,0.7,5.0,4.5,15,0.0,1425,885,885,885,885,885,885,0,0,0,1,0,0.8,10219.218789239598,102207.18789239597
56,161,1,-96.44,-67.2,259,0.02582,0.552,0.0,15.0,4.3,15,0.0,1320,600,600,600,600,600,600,1,0,1,1,0,0.8,10281.049347279923,102825.49347279922
57,161,1,-96.44,-67.2,265,-0.861,-0.0651,0.0,10.0,4.3,15,0.0,90,89,89,89,89,89,89,1,0,1,1,1,0.8,10190.082438102407,101915.82438102407
58,161,1,-96.44,-67.2,271,-0.3342,0.7266,0.7,5.0,4.5,11,0.0,1320,600,600,600,600,600,600,1,0,1,1,0,0.8,10239.215488827138,102403.15488827138
59,161,1,-96.44,-67.2,274,0.3054,0.56,0.7,15.0,3.7,45,0.0,810,330,840,270,180,180,840,0,0,0,0,0,0.8,10311.876494251303,103163.76494251302
60,161,1,-96.44,-67.2,288,-0.5586,0.7407,0.0,6.0,4.6,15,0.0,900,240,240,240,240,645,645,0,0,0,1,0,0.8,10214.235578298958,102157.35578298959
61,161,1,-96.44,-67.2,289,-1.008,0.0792,0.7,15.0,4.5,15,0.0,90,89,89,89,89,89,89,1,0,1,0,0,0.8,10172.164890155664,101736.64890155663
62,161,1,-96.44,-67.2,294,-1.272,0.02884,0.0,10.0,4.4,15,0.0,1380,721,721,720,751,751,721,0,0,0,1,1,0.8,10143.546233546876,101450.46233546876
63,161,1,-96.44,-67.2,295,-0.4912,0.7446,0.7,5.0,4.7,15,0.0,1425,945,945,945,945,945,945,1,0,1,0,0,0.8,10221.644374955682,102231.44374955681
64,161,1,-96.44,-67.2,298,-0.4153,0.6436,0.0,8.0,4.7,17,0.0,1200,555,555,555,555,555,555,1,0,1,1,0,0.8,10231.206054094368,102329.06054094367
65,161,1,-96.44,-67.2,299,-0.8190000000000001,0.1351,0.7,15.0,4.2,15,0.0,1425,825,825,825,825,435,825,1,0,1,0,0,0.8,10192.424482535462,101939.24482535462
66,161,1,-96.44,-67.2,300,-0.807,0.0914,0.7,15.0,4.4,15,0.0,1365,885,885,885,885,885,885,1,0,1,0,0,0.8,10194.254670412434,101957.54670412434
67,161,1,-96.44,-67.2,304,-1.268,0.02837,0.7,10.0,4.0,15,0.0,1380,780,780,780,795,795,795,1,0,0,1,0,0.8,10143.99403257549,101454.9403257549
68,161,1,-96.44,-67.2,356,-0.845,0.067,0.0,15.0,4.2,15,0.0,1380,720,720,720,900,600,720,1,0,0,1,0,0.8,10190.332739755193,101918.32739755193
69,161,1,-96.44,-67.2,386,-1.002,0.0786,0.0,15.0,4.5,15,0.0,1425,945,945,945,915,465,945,0,0,0,0,0,0.8,10172.83538173807,101743.3538173807
70,161,1,-96.44,-67.2,391,-0.6245,0.725,0.7,5.0,4.2,10,0.0,1425,885,885,885,885,599,885,1,0,0,1,0,0.0375,10207.1291058202,102081.29105820201
71,161,1,-96.44,-67.2,398,-0.625,0.0994,0.7,15.0,4.2,15,0.0,1380,720,720,720,720,720,720,1,0,0,1,0,0.0125,10214.29136556825,102157.9136556825
72,161,1,-96.44,-67.2,401,0.001904,0.5474,0.7,15.0,4.5,13,0.0,1395,795,795,795,825,825,795,0,0,0,0,0,0.8,10278.457547843489,102797.57547843488
73,161,1,-96.44,-67.2,419,-0.4763,0.03973,0.7,15.0,4.2,15,0.0,1425,765,765,765,765,615,765,0,0,0,1,0,0.8,10231.424016698433,102329.24016698432
74,161,1,-96.44,-67.2,459,-0.996,-0.0623,0.0,10.0,4.2,15,0.0,1439,720,720,720,720,44,44,0,0,1,0,1,0.8,10175.11936289104,101766.1936289104
75,161,1,-96.44,-67.2,537,-0.524,0.05264,0.0,15.0,4.4,20,0.0,1425,685,685,685,685,44,685,1,0,0,1,1,0.8,10225.999928778043,102279.99928778043
76,161,1,-96.44,-67.2,547,0.049,0.6055,0.7,10.0,4.4,10,0.0,1439,899,899,899,899,539,539,1,0,0,0,0,0.0375,10282.994625485562,102839.94625485562
77,161,1,-96.44,-67.2,573,2.016,0.7490000000000001,0.0,15.0,4.6,10,0.0,1425,405,405,405,405,405,405,1,0,0,1,1,0.8,10498.86633701211,104998.6633701211
78,161,1,-96.44,-67.2,575,-0.611,0.0721,0.0,15.0,4.1,15,0.0,1350,750,750,750,750,750,750,0,0,1,0,0,0.8,10216.153958531228,102176.53958531228
79,161,1,-96.44,-67.2,577,-0.755,0.2197,0.7,8.0,4.5,5,0.0,1320,600,600,600,600,600,600,0,0,0,1,0,0.8,10198.528415714032,101990.28415714033
80,197,1,-0.1755,-78.56,4,-0.5884,0.7544,0.0,6.0,4.4,15,0.0,30,30,30,30,30,30,30,1,0,0,1,1,0.0375,8819.236162017285,88207.36162017286
81,197,1,-0.1755,-78.56,13,-0.4717,0.7446,0.7,5.0,4.7,14,0.0,90,90,90,90,90,90,90,1,0,0,1,0,0.0375,8818.164284364759,88195.64284364758
82,197,1,-0.1755,-78.56,20,-0.4075,0.6436,0.0,8.0,4.5,19,0.0,1365,885,885,885,885,885,885,0,0,0,1,1,0.8,8806.945790574388,88088.45790574388
83,197,1,-0.1755,-78.56,23,-0.5854,0.754,0.0,5.0,4.5,16,0.0,1410,870,870,870,885,885,885,1,0,0,1,0,0.8,8819.192081353756,88207.92081353757
84,197,1,-0.1755,-78.56,28,0.4807,0.5527,0.7,15.0,4.4,10,0.0,30,29,29,29,29,89,89,0,0,0,0,0,0.8,8797.158621895285,87981.58621895286
85,197,1,-0.1755,-78.56,33,-0.4946,0.743,0.7,6.0,4.6,17,0.0,1439,959,899,899,959,959,929,0,0,0,0,0,0.8,8817.982497189387,88196.82497189386
86,197,1,-0.1755,-78.56,43,-0.115,0.546,0.7,15.0,4.3,15,0.0,30,29,29,29,29,89,89,1,0,0,0,0,0.8,8796.166351596297,87976.66351596298
87,197,1,-0.1755,-78.56,44,-0.9365,0.0819,0.7,15.0,4.3,14,0.0,30,29,29,29,29,89,89,1,0,0,0,0,0.8,8744.444005302928,87458.44005302928
88,197,1,-0.1755,-78.56,55,-1.17,0.10345,0.7,10.0,4.5,19,0.0,1380,840,840,840,840,720,720,1,0,1,1,0,0.8,8746.854523813992,87487.54523813992
89,197,1,-0.1755,-78.56,66,0.4875,0.565,0.0,15.0,4.0,20,10.0,1305,705,705,705,705,285,285,1,0,0,1,0,0.05,8798.529843578259,88005.29843578259
90,197,1,-0.1755,-78.56,67,-0.181,0.4905,0.0,15.0,4.3,15,0.0,1380,840,840,840,840,720,720,1,0,1,1,0,0.8,8789.975831510721,87914.7583151072
91,197,1,-0.1755,-78.56,75,-0.6006,0.7559999999999999,0.7,5.0,4.6,15,0.0,1350,690,690,690,690,631,690,0,0,0,1,0,0.025,8819.412491816627,88209.12491816627
92,197,1,-0.1755,-78.56,76,0.2563,0.5767,0.7,15.0,4.6,15,0.0,1290,810,810,810,810,210,810,1,0,0,1,0,0.8,8799.718561092051,88012.18561092051
93,197,1,-0.1755,-78.56,78,-0.555,0.1963,0.7,15.0,4.4,17,0.0,120,119,119,119,119,119,119,1,0,0,1,0,0.0375,8757.185730910023,87588.85730910023
94,197,1,-0.1755,-78.56,79,0.635,0.5273,0.0,15.0,4.7,15,0.0,1425,765,765,765,765,405,765,1,0,0,1,1,0.8,8794.42012296103,87959.2012296103
95,197,1,-0.1755,-78.56,81,-0.7120000000000001,0.06335,0.0,15.0,3.8,15,0.0,59,58,58,58,58,58,59,0,1,0,1,0,0.0125,8742.38734439382,87438.8734439382
96,197,1,-0.1755,-78.56,82,-0.4172,0.6459999999999999,0.7,8.0,4.4,11,0.0,90,89,89,89,89,89,89,1,1,0,1,0,0.0375,8807.210768307894,88083.10768307894
97,197,1,-0.1755,-78.56,83,-0.9277,0.1459,0.7,15.0,4.2,15,0.0,1425,765,765,765,765,765,765,0,0,0,1,0,0.8,8751.559416773918,87530.59416773918
98,197,1,-0.1755,-78.56,84,-1.005,0.07874,0.0,15.0,4.3,14,0.0,1425,765,765,765,750,420,779,1,0,0,1,0,0.8,8744.094811147443,87454.94811147443
99,197,1,-0.1755,-78.56,85,-0.6,0.7559999999999999,0.0,5.0,4.6,15,50.0,1425,706,706,706,706,585,706,0,0,0,0,0,0.8,8819.412567894296,88209.12567894296
100,197,1,-0.1755,-78.56,86,-0.498,0.058,0.0,15.0,4.5,13,0.0,1425,915,915,915,915,465,915,1,0,1,1,0,0.8,8741.816261835364,87431.16261835364
101,197,1,-0.1755,-78.56,90,-0.601,0.096,0.0,15.0,4.4,14,0.0,45,44,44,44,44,44,44,1,0,1,1,0,0.8,8746.02776833943,87474.2776833943
102,197,1,-0.1755,-78.56,92,-0.4922,0.7440000000000001,0.7,6.0,4.6,14,0.0,1320,540,540,540,600,600,540,0,0,1,0,0,0.8,8818.094085796434,88194.94085796434
103,197,1,-0.1755,-78.56,104,-0.03244,0.6559999999999999,0.0,2.0,4.5,10,0.0,30,29,29,29,29,29,29,1,0,0,0,1,0.8,8808.42411537316,88094.2411537316
104,197,1,-0.1755,-78.56,105,-0.968,0.0808,0.0,15.0,4.5,12,0.0,30,29,29,29,29,29,29,1,0,0,0,1,0.8,8744.322459637116,87455.22459637116
105,197,1,-0.1755,-78.56,106,0.6187,0.5273,0.0,15.0,4.5,10,0.0,15,14,14,14,14,14,14,1,0,0,0,1,0.8,8794.410646384675,87954.10646384675
106,197,1,-0.1755,-78.56,110,0.0168,0.5479999999999999,0.7,15.0,4.6,18,35.0,90,90,90,90,90,90,90,0,0,0,1,0,0.025,8796.432037856652,87982.32037856651
107,197,1,-0.1755,-78.56,113,0.6304,0.527,0.0,15.0,4.7,10,0.0,1380,720,720,720,720,601,661,0,0,0,1,1,0.8,8794.38408247675,87953.84082476751
108,197,1,-0.1755,-78.56,115,0.579,0.5283,0.0,15.0,4.8,13,0.0,1425,825,825,825,825,525,825,0,0,0,1,1,0.8,8794.499169188337,87957.99169188336
109,197,1,-0.1755,-78.56,134,-0.05627000000000002,0.6323,0.0,15.0,4.5,16,0.0,1305,705,705,705,705,705,705,1,0,1,1,0,0.8,8805.780932957621,88073.80932957621
110,197,1,-0.1755,-78.56,145,-0.606,0.07293999999999999,0.0,15.0,3.2,10,0.0,59,58,58,58,58,58,58,1,0,0,0,0,0.8,8743.463192492884,87444.63192492884
111,197,1,-0.1755,-78.56,148,-0.483,0.076,0.7,15.0,4.1,16,15.0,30,29,29,29,29,30,29,1,0,0,1,0,0.8,8743.820036963081,87454.20036963081
112,197,1,-0.1755,-78.56,149,-0.02765,0.5273,0.7,15.0,4.2,15,0.0,1350,675,675,675,675,570,675,0,0,0,0,0,0.8,8794.11498333283,87956.14983332831
113,197,1,-0.1755,-78.56,154,-0.872,0.0994,0.7,15.0,4.5,15,0.0,15,14,14,14,14,14,779,1,1,0,1,0,0.8,8746.38936223016,87478.8936223016
114,197,1,-0.1755,-78.56,157,0.055879999999999985,0.534,0.7,15.0,4.3,15,0.0,930,270,270,270,270,151,270,0,0,0,1,0,0.05,8794.88940099718,87963.89400997179
115,197,1,-0.1755,-78.56,159,-0.6,0.7563,0.0,6.0,4.5,13,0.0,1425,720,720,720,720,645,700,1,0,0,0,0,0.8,8819.445924567575,88207.45924567575
116,197,1,-0.1755,-78.56,160,-0.934,0.08136,0.7,15.0,4.3,14,0.0,1425,825,825,825,825,646,706,1,0,0,1,0,0.8,8744.383924868574,87457.83924868575
117,197,1,-0.1755,-78.56,161,-0.8843,-0.1276,0.7,10.0,4.2,17,0.0,1345,680,680,680,680,680,680,1,1,0,1,0,0.8,8721.151016956874,87228.51016956873
118,197,1,-0.1755,-78.56,176,-0.4402,0.6626,0.7,8.0,4.3,21,0.0,1320,540,540,540,540,540,540,1,0,1,1,0,0.8,8809.052223242303,88111.52223242303
119,197,1,-0.1755,-78.56,180,-1.0590000000000002,0.051570000000000005,0.7,15.0,3.8,15,0.0,1380,720,720,720,765,765,720,1,0,0,1,0,0.05,8741.0771306551,87425.771306551
120,197,1,-0.1755,-78.56,188,-0.4058,0.6445,0.7,8.0,4.6,14,0.0,1365,646,646,646,676,676,646,1,0,0,1,0,0.8,8807.046197074393,88084.46197074393
121,197,1,-0.1755,-78.56,189,-0.857,0.0877,0.7,15.0,4.3,10,0.0,75,74,74,74,74,74,74,1,0,1,0,0,0.8,8745.088688358088,87460.88688358088
122,197,1,-0.1755,-78.56,191,-0.06006,0.653,0.7,8.0,4.5,11,0.0,45,44,44,44,44,44,44,1,0,1,0,0,0.8,8808.081427554123,88091.81427554123
123,197,1,-0.1755,-78.56,192,1.703,0.76,0.7,10.0,4.3,11,0.0,45,44,44,44,44,44,44,1,0,1,0,0,0.8,8821.12025301808,88222.2025301808
124,197,1,-0.1755,-78.56,193,-0.8257,-0.0664,0.7,10.0,4.3,18,0.0,1425,615,615,615,615,465,615,1,0,0,1,0,0.8,8727.955918019461,87297.55918019461
125,197,1,-0.1755,-78.56,195,-0.7046,0.05695,0.7,15.0,4.2,15,0.0,59,58,58,58,58,58,58,1,1,1,1,0,0.8,8741.67627388517,87431.7627388517
126,197,1,-0.1755,-78.56,197,-0.6313,0.1805,0.0,15.0,4.4,17,0.0,1410,720,720,720,720,720,720,0,0,0,0,0,0.0125,8755.419921827328,87571.19921827328
127,197,1,-0.1755,-78.56,199,2.338,0.6997,0.0,15.0,4.5,15,0.0,1425,915,915,915,915,465,915,1,0,1,1,0,0.8,8815.11057123733,88166.1057123733
128,197,1,-0.1755,-78.56,201,0.01563,0.5317,0.7,15.0,4.0,12,0.0,945,285,285,285,285,165,285,0,0,0,1,0,0.05,8794.619154341344,87958.19154341344
129,197,1,-0.1755,-78.56,203,0.0262,0.5527,0.7,15.0,4.0,16,0.0,1350,750,750,750,750,780,765,1,0,0,0,0,0.8,8796.95798779795,87985.5798779795
130,197,1,-0.1755,-78.56,207,-0.937,0.0808,0.7,15.0,4.1,15,0.0,30,29,29,29,29,29,29,0,0,0,1,0,0.0125,8744.321715978425,87458.21715978425
131,197,1,-0.1755,-78.56,216,-0.5874,0.7544,0.7,6.0,4.7,15,0.0,1380,900,900,900,900,959,900,0,0,0,0,0,0.8,8819.236293322914,88207.36293322915
132,197,1,-0.1755,-78.56,221,0.02582,0.552,0.7,15.0,4.2,10,0.0,1380,840,840,840,840,840,840,0,0,0,1,0,0.8,8796.880016161638,87978.80016161638
133,197,1,-0.1755,-78.56,225,-0.8154,0.0915,0.0,15.0,4.2,10,0.0,1140,660,660,660,660,180,660,1,1,1,0,1,0.8,8745.512083523266,87465.12083523266
134,197,1,-0.1755,-78.56,237,-0.9434,0.0817,0.7,15.0,4.6,15,0.0,59,58,58,58,58,58,58,1,0,0,1,0,0.8,8744.421900817977,87459.21900817977
135,197,1,-0.1755,-78.56,250,-0.5117,0.7583,0.7,5.0,4.5,15,0.0,1425,885,885,885,885,885,885,0,0,0,1,0,0.8,8819.680939458462,88211.80939458462
136,197,1,-0.1755,-78.56,259,0.02582,0.552,0.0,15.0,4.3,15,0.0,1320,600,600,600,600,600,600,1,0,1,1,0,0.8,8796.880016161638,87983.80016161638
137,197,1,-0.1755,-78.56,265,-0.861,-0.0651,0.0,10.0,4.3,15,0.0,90,89,89,89,89,89,89,1,0,1,1,1,0.8,8728.099947852632,87295.99947852633
138,197,1,-0.1755,-78.56,271,-0.3342,0.7266,0.7,5.0,4.5,11,0.0,1320,600,600,600,600,600,600,1,0,1,1,0,0.8,8816.190161624048,88172.90161624049
139,197,1,-0.1755,-78.56,274,0.3054,0.56,0.7,15.0,3.7,45,0.0,810,330,840,270,180,180,840,0,0,0,0,0,0.8,8797.883809426585,88023.83809426584
140,197,1,-0.1755,-78.56,288,-0.5586,0.7407,0.0,6.0,4.6,15,0.0,900,240,240,240,240,645,645,0,0,0,1,0,0.8,8817.716933125483,88192.16933125483
141,197,1,-0.1755,-78.56,289,-1.008,0.0792,0.7,15.0,4.5,15,0.0,90,89,89,89,89,89,89,1,0,1,0,0,0.8,8744.146088311256,87456.46088311257
142,197,1,-0.1755,-78.56,294,-1.272,0.02884,0.0,10.0,4.4,15,0.0,1380,721,721,720,751,751,721,0,0,0,1,1,0.8,8738.573339882558,87400.73339882557
143,197,1,-0.1755,-78.56,295,-0.4912,0.7446,0.7,5.0,4.7,15,0.0,1425,945,945,945,945,945,945,1,0,1,0,0,0.8,8818.160966688156,88196.60966688156
144,197,1,-0.1755,-78.56,298,-0.4153,0.6436,0.0,8.0,4.7,17,0.0,1200,555,555,555,555,555,555,1,0,1,1,0,0.8,8806.94427367884,88086.4427367884
145,197,1,-0.1755,-78.56,299,-0.8190000000000001,0.1351,0.7,15.0,4.2,15,0.0,1425,825,825,825,825,435,825,1,0,1,0,0,0.8,8750.359588942101,87518.595889421
146,197,1,-0.1755,-78.56,300,-0.807,0.0914,0.7,15.0,4.4,15,0.0,1365,885,885,885,885,885,885,1,0,1,0,0,0.8,8745.501228882908,87470.01228882908
147,197,1,-0.1755,-78.56,304,-1.268,0.02837,0.7,10.0,4.0,15,0.0,1380,780,780,780,795,795,795,1,0,0,1,0,0.8,8738.520490832303,87400.20490832304
